Date,Tm,Opp,Quarter,Time,Down,ToGo,Location,Score,Detail,Yds,EPB,EPA,Diff,PYds,PRYds
2018-12-16,Seahawks,49ers,3,7:01,4,12,SEA 31,13-17,Michael Dickson punts 54 yards returned by Trent Taylor for 4 yards (tackle by Neiko Thorpe). Penalty on Neiko Thorpe: Unsportsmanlike Conduct 15 yards,,-1.310,-1.200,.11,54,4
2018-12-16,49ers,Seahawks,4,4:29,4,10,SFO 25,23-23,Bradley Pinion punts 41 yards fair catch by Tyler Lockett,,-1.700,-1.200,.50,41,
2018-12-16,Seahawks,49ers,4,2:46,4,9,SEA 35,23-23,Michael Dickson punts 65 yards touchback,,-1.040,-0.280,.76,65,
2018-12-16,49ers,Seahawks,4,1:47,4,28,SFO 19,23-23,Bradley Pinion punts 53 yards returned by Tyler Lockett for 12 yards (tackle by Greg Mabin). Penalty on Malik Turner: Illegal Block Above the Waist 10 yards,,-2.140,-0.670,1.47,53,12
2018-12-16,Seahawks,49ers,4,0:18,4,15,SEA 38,23-23,Michael Dickson punts 62 yards touchback,,-0.850,-0.280,.57,62,
2018-12-16,Seahawks,49ers,5,7:36,4,6,SEA 18,23-23,Michael Dickson punts 59 yards returned by Trent Taylor for 15 yards (tackle by Delano Hill),,-2.240,-1.470,.77,59,15
2018-12-17,Panthers,Saints,1,10:50,4,9,50,0-0,Michael Palardy punts 36 yards fair catch by Tommylee Lewis,,-0.060,0.280,.34,36,
2018-12-17,Saints,Panthers,1,7:33,4,6,NOR 44,0-0,Thomas Morstead punts 46 yards out of bounds,,-0.460,0.380,.84,46,
2018-12-17,Panthers,Saints,1,0:53,4,1,CAR 34,7-3,Michael Palardy punts 41 yards fair catch by Tommylee Lewis,,-1.110,-0.610,.50,41,
2018-12-17,Panthers,Saints,2,6:54,4,13,CAR 34,7-6,Michael Palardy punts 56 yards returned by Tommylee Lewis for 13 yards (tackle by David Mayo),,-1.110,-0.480,.63,56,13
2018-12-17,Saints,Panthers,2,3:22,4,10,NOR 43,6-7,Thomas Morstead punts 34 yards out of bounds,,-0.520,-0.480,.04,34,
2018-12-17,Panthers,Saints,2,2:20,4,15,CAR 18,7-6,Michael Palardy punts 33 yards,,-2.240,-2.190,.05,33,
2018-12-17,Saints,Panthers,3,12:43,4,10,NOR 39,6-7,Thomas Morstead punts 45 yards returned by Kenjon Barner for 1 yard (tackle by Justin Hardee),,-0.780,0.060,.84,45,1
2018-12-17,Panthers,Saints,3,11:42,4,12,CAR 15,7-6,Michael Palardy punts 50 yards returned by Tommylee Lewis for -1 yards (tackle by Jermaine Carter). Penalty on Josh Robinson: Illegal Block Above the Waist 10 yards,,-2.440,-0.540,1.90,50,-1
2018-12-17,Saints,Panthers,3,7:43,4,8,NOR 47,6-7,Thomas Morstead punts 43 yards out of bounds. Penalty on Justin Hardee: Player Out of Bounds on Kick 5 yards,,-0.260,0.220,.48,43,
2018-12-17,Panthers,Saints,4,8:56,4,16,CAR 42,7-12,Michael Palardy punts 23 yards out of bounds,,-0.590,-1.270,-0.68,23,
2018-12-22,Redskins,Titans,1,3:38,4,5,WAS 30,3-6,Tress Way punts 50 yards fair catch by Adoree' Jackson. Penalty on Andrew East: Offensive Holding 10 yards,,-1.370,-0.940,.43,50,
2018-12-22,Titans,Redskins,1,0:33,4,7,WAS 47,6-3,Brett Kern punts 40 yards fair catch by Jamison Crowder,,0.130,0.380,.25,40,
2018-12-22,Titans,Redskins,3,13:22,4,6,OTI 44,9-10,Brett Kern punts 49 yards,,-0.460,0.380,.84,49,
2018-12-22,Redskins,Titans,3,11:44,4,7,WAS 10,10-9,Tress Way punts 57 yards returned by Adoree' Jackson for 16 yards (tackle by Deshazor Everett),,-2.490,-2.190,.30,57,16
2018-12-22,Titans,Redskins,3,10:22,4,3,WAS 44,9-10,Brett Kern punts 30 yards fair catch by Jamison Crowder,,0.330,0.280,-0.05,30,
2018-12-22,Titans,Redskins,4,0:20,4,3,OTI 35,19-16,Brett Kern punts 50 yards out of bounds,,-1.040,0.220,1.26,50,
2018-12-22,Chargers,Ravens,1,11:18,4,2,SDG 33,0-3,Donnie Jones punts 39 yards fair catch by Cyrus Jones,,-1.180,-0.810,.37,39,
2018-12-22,Chargers,Ravens,1,4:55,4,19,SDG 34,0-3,Donnie Jones punts 49 yards fair catch by Cyrus Jones,,-1.110,0.060,1.17,49,
2018-12-22,Chargers,Ravens,2,8:25,4,15,SDG 20,0-3,Donnie Jones punts 47 yards returned by Cyrus Jones for 19 yards (tackle by Geremy Davis),,-2.030,-2.390,-0.36,47,19
2018-12-22,Chargers,Ravens,3,9:17,4,17,SDG 30,10-13,Donnie Jones punts 36 yards returned by Cyrus Jones for -2 yards (tackle by Derek Watt),,-1.370,-1.070,.30,36,-2
2018-12-22,Chargers,Ravens,3,3:05,4,14,SDG 21,10-16,Donnie Jones punts 34 yards out of bounds,,-1.960,-1.930,.03,34,
2018-12-22,Ravens,Chargers,3,1:35,4,6,RAV 49,16-10,Sam Koch punts 39 yards fair catch by Desmond King,,-0.130,0.350,.48,39,
2018-12-22,Chargers,Ravens,4,14:46,4,10,SDG 23,10-16,Donnie Jones punts 48 yards fair catch by Cyrus Jones,,-1.830,-0.870,.96,48,
2018-12-22,Ravens,Chargers,4,12:32,4,10,RAV 29,16-10,Sam Koch punts 54 yards returned by Desmond King for 9 yards (tackle by Morgan Cox),,-1.440,-0.670,.77,54,9
2018-12-22,Chargers,Ravens,4,4:46,4,16,RAV 40,10-16,Donnie Jones punts 38 yards,,0.590,0.380,-0.21,38,
2018-12-22,Ravens,Chargers,4,3:12,4,6,RAV 6,16-10,Sam Koch punts 57 yards returned by Desmond King for 24 yards (tackle by Chris Moore),,-2.490,-2.980,-0.49,57,24
2018-12-23,Panthers,Falcons,2,14:56,4,6,CAR 15,7-7,Michael Palardy punts 56 yards returned by Justin Hardy for 9 yards (tackle by Ben Jacobs),,-2.440,-1.470,.97,56,9
2018-12-23,Falcons,Panthers,2,13:23,4,3,ATL 45,7-7,Matthew Bosher punts 49 yards fair catch by Kenjon Barner,,-0.390,0.380,.77,49,
2018-12-23,Falcons,Panthers,2,0:35,4,1,ATL 17,10-10,Matthew Bosher punts 46 yards fair catch by Kenjon Barner,,-2.320,-1.400,.92,46,
2018-12-23,Panthers,Falcons,3,13:44,4,12,CAR 35,10-17,Michael Palardy punts 40 yards fair catch by Justin Hardy. Penalty on Brian Poole: Offensive Holding 10 yards,,-1.040,0.220,1.26,40,
2018-12-23,Falcons,Panthers,3,12:13,4,6,ATL 29,17-10,Matthew Bosher punts 54 yards returned by Kenjon Barner for 3 yards (tackle by Justin Bethel),,-1.440,-0.280,1.16,54,3
2018-12-23,Panthers,Falcons,3,8:50,4,8,ATL 47,10-17,Michael Palardy punts 32 yards fair catch by Justin Hardy,,0.130,0.220,.09,32,
2018-12-23,Falcons,Panthers,4,13:37,4,4,ATL 31,24-10,Matthew Bosher punts 49 yards returned by Kenjon Barner for 13 yards (tackle by Kemal Ishmael),,-1.310,-1.140,.17,49,13
2018-12-23,Falcons,Panthers,4,4:26,4,3,ATL 48,24-10,Matthew Bosher punts 37 yards fair catch by Kenjon Barner,,-0.190,0.220,.41,37,
2018-12-23,Browns,Bengals,1,12:13,4,6,CLE 37,0-0,Britton Colquitt punts 41 yards fair catch by Alex Erickson,,-0.910,-0.410,.50,41,
2018-12-23,Bengals,Browns,1,7:04,4,12,50,0-0,Kevin Huber punts 35 yards fair catch by Antonio Callaway,,-0.060,0.220,.28,35,
2018-12-23,Browns,Bengals,1,4:29,4,18,CLE 25,0-0,Britton Colquitt punts 47 yards returned by Alex Erickson for 2 yards (tackle by Tavierre Thomas),,-1.700,-0.940,.76,47,2
2018-12-23,Bengals,Browns,1,2:55,4,9,CIN 31,0-0,Kevin Huber punts 50 yards returned by Jabrill Peppers for 7 yards (tackle by Clayton Fejedelem),,-1.310,-0.670,.64,50,7
2018-12-23,Bengals,Browns,2,8:57,4,21,CIN 14,0-7,Kevin Huber punts 51 yards returned by Jabrill Peppers for 5 yards (tackle by Mark Walton). Penalty on Tavierre Thomas: Offensive Holding 10 yards,,-2.470,-0.940,1.53,51,5
2018-12-23,Bengals,Browns,2,5:02,4,9,50,0-13,Kevin Huber punts 50 yards touchback,,-0.060,-0.280,-0.22,50,
2018-12-23,Bengals,Browns,3,9:58,4,16,CLE 46,0-16,Kevin Huber punts 33 yards fair catch by Jabrill Peppers,,0.200,0.320,.12,33,
2018-12-23,Browns,Bengals,4,3:59,4,4,CLE 34,26-10,Britton Colquitt punts blocked by Clayton Fejedelem recovered by Dontrell Hilliard,,-1.110,-4.040,-2.93,0,
2018-12-23,Colts,Giants,1,14:16,4,3,CLT 32,0-0,Rigoberto Sanchez punts 43 yards returned by Jawill Davis for no gain,,-1.240,-0.610,.63,43,
2018-12-23,Colts,Giants,1,6:22,4,11,CLT 24,0-7,Rigoberto Sanchez punts 63 yards,,-1.770,0.320,2.09,63,
2018-12-23,Giants,Colts,2,11:10,4,5,NYG 25,14-0,Riley Dixon punts 51 yards returned by Chester Rogers for -2 yards (tackle by Nathan Stupar),,-1.700,-0.410,1.29,51,-2
2018-12-23,Colts,Giants,2,0:18,4,10,NYG 49,7-17,Rigoberto Sanchez punts 45 yards,,0.000,0.380,.38,45,
2018-12-23,Giants,Colts,3,11:57,4,4,NYG 43,17-7,Riley Dixon punts 42 yards fair catch by Chester Rogers,,-0.520,0.220,.74,42,
2018-12-23,Colts,Giants,4,6:41,4,10,NYG 39,21-27,Rigoberto Sanchez punts 35 yards,,0.660,0.380,-0.28,35,
2018-12-23,Giants,Colts,4,3:53,4,8,NYG 6,27-21,Riley Dixon punts 52 yards returned by Chester Rogers for 5 yards (tackle by Zak DeOssie),,-2.490,-2.060,.43,52,5
2018-12-23,Cardinals,Rams,1,2:37,4,5,CRD 30,3-7,Andy Lee punts 54 yards,,-1.370,0.140,1.51,54,
2018-12-23,Cardinals,Rams,3,12:00,4,9,RAM 45,9-21,Andy Lee punts 34 yards fair catch by Jojo Natson,,0.270,0.370,.10,34,
2018-12-23,Cardinals,Rams,3,4:15,4,9,CRD 26,9-24,Andy Lee punts 56 yards returned by Jojo Natson for 11 yards (tackle by Chase Edmonds). Penalty on Bryce Hager: Illegal Block Above the Waist 10 yards,,-1.630,0.380,2.01,56,11
2018-12-23,Rams,Cardinals,3,0:35,4,15,RAM 25,24-9,Johnny Hekker punts 59 yards returned by Pharoh Cooper for 1 yard (tackle by Sam Shields),,-1.700,0.060,1.76,59,1
2018-12-23,Cardinals,Rams,4,11:45,4,18,CRD 48,9-24,Andy Lee punts 47 yards,,-0.190,0.380,.57,47,
2018-12-23,Cardinals,Rams,4,8:26,4,13,CRD 22,9-31,Andy Lee punts 55 yards returned by Jojo Natson for 26 yards (tackle by Aaron Brewer),,-1.900,-2.190,-0.29,55,26
2018-12-23,Rams,Cardinals,4,5:36,4,10,RAM 49,31-9,Johnny Hekker punts 44 yards,,-0.130,0.380,.51,44,
2018-12-23,Cowboys,Buccaneers,2,7:14,4,3,DAL 32,14-6,Chris Jones punts 48 yards out of bounds,,-1.240,-0.280,.96,48,
2018-12-23,Buccaneers,Cowboys,2,5:48,4,5,TAM 25,6-14,Bryan Anger punts 45 yards fair catch by Cole Beasley,,-1.700,-0.940,.76,45,
2018-12-23,Cowboys,Buccaneers,2,3:15,4,3,DAL 48,14-6,Chris Jones punts 37 yards fair catch by Adam Humphries,,-0.190,0.220,.41,37,
2018-12-23,Buccaneers,Cowboys,2,2:21,4,23,TAM 2,6-14,Bryan Anger punts 57 yards returned by Cole Beasley for 13 yards (tackle by Jacquizz Rodgers),,-2.490,-2.520,-0.03,57,13
2018-12-23,Cowboys,Buccaneers,3,13:31,4,5,DAL 23,17-13,Chris Jones punts 41 yards,,-1.830,-1.330,.50,41,
2018-12-23,Cowboys,Buccaneers,4,4:36,4,6,DAL 31,27-13,Chris Jones punts 40 yards fair catch by Adam Humphries,,-1.310,-0.870,.44,40,
2018-12-23,Lions,Vikings,1,11:42,4,17,MIN 44,0-0,Sam Martin punts 42 yards,,0.330,0.380,.05,42,
2018-12-23,Vikings,Lions,1,6:12,4,4,MIN 31,0-3,Matt Wile punts 46 yards returned by Jamal Agnew for 9 yards (tackle by Eric Wilson),,-1.310,-1.070,.24,46,9
2018-12-23,Lions,Vikings,1,1:52,4,17,MIN 37,3-0,Sam Martin punts 24 yards,,0.790,0.320,-0.47,24,
2018-12-23,Vikings,Lions,2,15:00,4,14,MIN 9,0-3,Matt Wile punts 29 yards,,-2.490,-3.050,-0.56,29,
2018-12-23,Vikings,Lions,2,8:33,4,9,MIN 23,0-6,Matt Wile punts 47 yards returned by Jamal Agnew for 4 yards (tackle by Kentrell Brothers),,-1.830,-1.200,.63,47,4
2018-12-23,Lions,Vikings,2,0:45,4,1,DET 39,9-7,Sam Martin punts 46 yards. Penalty on Tracy Walker: Kick Catch Interference 15 yards Penalty on Brandon Powell: Illegal Block Above the Waist (Declined),,-0.780,-0.940,-0.16,46,
2018-12-23,Lions,Vikings,3,7:30,4,7,DET 28,9-17,Sam Martin punts 47 yards fair catch by Brandon Zylstra,,-1.500,-0.610,.89,47,
2018-12-23,Vikings,Lions,3,6:09,4,1,MIN 34,17-9,Matt Wile punts 58 yards returned by Jamal Agnew for 5 yards (tackle by Eric Wilson),,-1.110,0.320,1.43,58,5
2018-12-23,Lions,Vikings,3,4:14,4,14,DET 9,9-17,Sam Martin punts 52 yards returned by Brandon Zylstra for 8 yards (tackle by Nick Bellore),,-2.490,-2.060,.43,52,8
2018-12-23,Lions,Vikings,4,9:11,4,8,DET 49,9-24,Sam Martin punts 38 yards fair catch by Chad Beebe,,-0.130,0.320,.45,38,
2018-12-23,Vikings,Lions,4,7:25,4,9,MIN 25,24-9,Matt Wile punts 54 yards returned by Jamal Agnew for 11 yards (tackle by Ameer Abdullah). Penalty on Marcus Cooper: Offensive Holding 10 yards,,-1.700,0.370,2.07,54,11
2018-12-23,Dolphins,Jaguars,1,0:57,4,5,MIA 29,7-7,Matt Haack punts 41 yards returned by Dede Westbrook for 11 yards (tackle by Jerome Baker),,-1.440,-1.660,-0.22,41,11
2018-12-23,Jaguars,Dolphins,2,13:16,4,7,MIA 40,7-7,Logan Cooke punts 29 yards fair catch by Danny Amendola,,0.590,0.370,-0.22,29,
2018-12-23,Dolphins,Jaguars,2,10:24,4,3,MIA 33,7-7,Matt Haack punts 54 yards returned by Dede Westbrook for 10 yards (tackle by Leonte Carroo). Penalty on Quenton Meeks: Illegal Block Above the Waist 7 yards,,-1.180,0.380,1.56,54,10
2018-12-23,Jaguars,Dolphins,2,3:02,4,11,JAX 48,7-7,Logan Cooke punts 39 yards fair catch by Danny Amendola,,-0.190,0.320,.51,39,
2018-12-23,Dolphins,Jaguars,2,0:22,4,8,MIA 30,7-7,Matt Haack punts 52 yards returned by Dede Westbrook for 44 yards (tackle by Matt Haack),,-1.370,-3.050,-1.68,52,44
2018-12-23,Jaguars,Dolphins,3,9:50,4,14,MIA 44,7-7,Logan Cooke punts 33 yards fair catch by Danny Amendola,,0.330,0.370,.04,33,
2018-12-23,Jaguars,Dolphins,3,6:20,4,46,JAX 47,7-7,Logan Cooke punts 45 yards returned by Danny Amendola for 9 yards (tackle by Blake Bell). Penalty on Brandon Bolden: Running Into the Kicker (Declined),,-0.260,0.060,.32,45,9
2018-12-23,Dolphins,Jaguars,3,4:02,4,22,MIA 18,7-7,Matt Haack punts 53 yards returned by Dede Westbrook for -10 yards (tackle by Kalen Ballage). Penalty on Kalen Ballage: Horse Collar Tackle 15 yards,,-2.240,-1.200,1.04,53,-10
2018-12-23,Jaguars,Dolphins,3,2:27,4,11,JAX 33,7-7,Logan Cooke punts 42 yards returned by Danny Amendola for 3 yards (tackle by Tre Herndon),,-1.180,-0.810,.37,42,3
2018-12-23,Dolphins,Jaguars,3,0:51,4,7,MIA 31,7-7,Matt Haack punts 28 yards out of bounds,,-1.310,-1.660,-0.35,28,
2018-12-23,Dolphins,Jaguars,4,5:21,4,20,MIA 37,7-17,Matt Haack punts 50 yards fair catch by Dede Westbrook,,-0.910,0.320,1.23,50,
2018-12-23,Steelers,Saints,1,13:06,4,7,PIT 43,0-0,Jordan Berry punts 57 yards touchback,,-0.520,-0.280,.24,57,
2018-12-23,Steelers,Saints,2,9:34,4,11,PIT 24,6-14,Jordan Berry punts 41 yards fair catch by Tommylee Lewis,,-1.770,-1.270,.50,41,
2018-12-23,Saints,Steelers,2,6:51,4,16,NOR 41,14-6,Thomas Morstead punts 56 yards out of bounds,,-0.650,0.380,1.03,56,
2018-12-23,Saints,Steelers,3,2:45,4,23,NOR 23,24-21,Thomas Morstead punts 43 yards fair catch by Ryan Switzer,,-1.830,-1.200,.63,43,
2018-12-23,Saints,Steelers,4,14:56,4,2,NOR 33,24-28,Thomas Morstead punts 42 yards fair catch by Ryan Switzer,,-1.180,-0.610,.57,42,
2018-12-23,Bills,Patriots,1,13:35,4,6,BUF 30,0-0,Matt Darr punts 47 yards,,-1.370,-0.480,.89,47,
2018-12-23,Patriots,Bills,1,12:44,4,3,NWE 30,0-0,Ryan Allen punts 55 yards,,-1.370,0.220,1.59,55,
2018-12-23,Bills,Patriots,1,11:05,4,5,BUF 20,0-0,Matt Darr punts 35 yards,,-2.030,-1.930,.10,35,
2018-12-23,Bills,Patriots,1,5:50,4,8,BUF 24,0-7,Matt Darr punts 55 yards. Penalty on Julian Edelman: Unnecessary Roughness 9 yards,,-1.770,0.350,2.12,55,
2018-12-23,Patriots,Bills,2,13:59,4,16,NWE 27,7-0,Ryan Allen punts 51 yards returned by Isaiah McKenzie for 4 yards (tackle by Jonathan Jones),,-1.570,-0.670,.90,51,4
2018-12-23,Bills,Patriots,2,12:29,4,3,BUF 33,0-7,Matt Darr punts 45 yards returned by Julian Edelman for 12 yards (tackle by Lorenzo Alexander). Penalty on Lafayette Pitts: Illegal Block Above the Waist 10 yards,,-1.180,-1.860,-0.68,45,12
2018-12-23,Patriots,Bills,2,0:46,4,4,BUF 42,14-0,Ryan Allen punts 33 yards,,0.460,0.380,-0.08,33,
2018-12-23,Patriots,Bills,3,11:27,4,2,NWE 20,14-3,Ryan Allen punts 47 yards returned by Isaiah McKenzie for 8 yards (tackle by Matt Slater),,-2.030,-1.660,.37,47,8
2018-12-23,Patriots,Bills,4,12:07,4,8,BUF 40,21-6,Ryan Allen punts 32 yards,,0.590,0.380,-0.21,32,
2018-12-23,Bills,Patriots,4,11:06,4,7,BUF 11,6-21,Matt Darr punts 38 yards returned by Julian Edelman for 25 yards (tackle by Jason Croom),,-2.490,-3.970,-1.48,38,25
2018-12-23,Bills,Patriots,4,6:48,4,12,BUF 23,6-24,Matt Darr punts 10 yards,,-1.830,-3.380,-1.55,10,
2018-12-23,Patriots,Bills,4,3:06,4,10,NWE 39,24-6,Ryan Allen punts 41 yards out of bounds,,-0.780,-0.280,.50,41,
2018-12-23,Packers,Jets,1,9:08,4,16,GNB 48,0-0,JK Scott punts 37 yards returned by Andre Roberts for 40 yards (tackle by JK Scott). Penalty on Anthony Wint: Illegal Block Above the Waist 10 yards,,-0.190,0.060,.25,37,40
2018-12-23,Packers,Jets,2,14:20,4,15,GNB 35,0-7,JK Scott punts 41 yards fair catch by Andre Roberts,,-1.040,-0.540,.50,41,
2018-12-23,Jets,Packers,4,14:17,4,11,NYJ 20,35-20,Lac Edwards punts 41 yards fair catch by Tramon Williams,,-2.030,-1.530,.50,41,
2018-12-23,Jets,Packers,4,9:44,4,5,NYJ 42,35-23,Lac Edwards punts 52 yards,,-0.590,0.380,.97,52,
2018-12-23,Jets,Packers,4,3:20,4,19,NYJ 41,35-30,Lac Edwards punts 42 yards,,-0.650,0.060,.71,42,
2018-12-23,Texans,Eagles,1,13:46,4,3,HTX 40,0-0,Trevor Daniel punts 48 yards returned by Darren Sproles for 11 yards (tackle by Justin Reid),,-0.720,-0.480,.24,48,11
2018-12-23,Eagles,Texans,2,13:05,4,4,PHI 35,7-3,Cameron Johnston punts 48 yards returned by DeAndre Carter for 8 yards (tackle by Nathan Gerry),,-1.040,-0.610,.43,48,8
2018-12-23,Texans,Eagles,2,11:24,4,6,HTX 29,3-7,Trevor Daniel punts 51 yards. Penalty on De'Vante Bausby: Offensive Holding 10 yards,,-1.440,0.380,1.82,51,
2018-12-23,Texans,Eagles,3,9:32,4,5,PHI 41,16-13,Trevor Daniel punts 29 yards fair catch by Darren Sproles,,0.530,0.350,-0.18,29,
2018-12-23,Texans,Eagles,3,2:38,4,2,50,16-16,Trevor Daniel punts 33 yards out of bounds,,-0.060,0.060,.12,33,
2018-12-23,Eagles,Texans,4,4:17,4,3,HTX 48,29-23,Cameron Johnston punts 48 yards touchback,,0.070,-0.280,-0.35,48,
2018-12-23,Seahawks,Chiefs,2,9:50,4,1,SEA 34,7-10,Michael Dickson punts 46 yards out of bounds,,-1.110,-0.280,.83,46,
2018-12-23,Chiefs,Seahawks,2,3:19,4,1,KAN 34,10-14,Dustin Colquitt punts 57 yards,,-1.110,0.380,1.49,57,
2018-12-23,Seahawks,Chiefs,2,0:43,4,4,KAN 39,14-10,Michael Dickson punts 26 yards,,0.660,0.320,-0.34,26,
2018-12-23,Chiefs,Seahawks,3,0:30,4,10,KAN 40,17-24,Dustin Colquitt punts 39 yards returned by Tyler Lockett for 10 yards (tackle by Charcandrick West),,-0.720,-1.000,-0.28,39,10
2018-12-23,Seahawks,Chiefs,4,14:21,4,3,SEA 38,24-17,Michael Dickson punts 32 yards out of bounds,,-0.850,-0.940,-0.09,32,
2018-12-23,Bears,49ers,1,12:09,4,2,SFO 49,0-0,Pat O'Donnell punts 49 yards touchback,,0.000,-0.280,-0.28,49,
2018-12-23,49ers,Bears,1,10:42,4,4,SFO 26,0-0,Bradley Pinion punts 49 yards fair catch by Tarik Cohen,,-1.630,-0.610,1.02,49,
2018-12-23,49ers,Bears,1,5:10,4,9,SFO 28,0-0,Bradley Pinion punts 41 yards fair catch by Tarik Cohen. Penalty on DeAndre Houston-Carson: Offensive Holding 10 yards,,-1.500,-0.340,1.16,41,
2018-12-23,Bears,49ers,1,2:32,4,10,CHI 21,0-0,Pat O'Donnell punts 42 yards,,-1.960,-1.400,.56,42,
2018-12-23,49ers,Bears,3,12:04,4,1,SFO 44,9-7,Bradley Pinion punts 46 yards fair catch by Tarik Cohen,,-0.460,0.380,.84,46,
2018-12-23,49ers,Bears,3,1:41,4,22,SFO 20,9-14,Bradley Pinion punts 45 yards fair catch by Tarik Cohen,,-2.030,-1.270,.76,45,
2018-12-23,Bears,49ers,4,12:13,4,10,SFO 43,14-9,Pat O'Donnell punts 28 yards fair catch by Trent Taylor,,0.400,0.220,-0.18,28,
2018-12-24,Broncos,Raiders,1,10:35,4,12,DEN 34,0-6,Colby Wadman punts 65 yards returned by Dwayne Harris for 99 yards touchdown,,-1.110,-7.000,-5.89,65,99
2018-12-24,Broncos,Raiders,1,8:34,4,4,RAI 48,0-7,Colby Wadman punts 48 yards touchback,,0.070,-0.280,-0.35,48,
2018-12-24,Raiders,Broncos,1,6:39,4,15,RAI 15,7-0,Johnny Townsend punts 64 yards,,-2.440,-0.340,2.10,64,
2018-12-24,Broncos,Raiders,1,3:12,4,6,DEN 45,0-7,Colby Wadman punts 55 yards touchback,,-0.390,-0.280,.11,55,
2018-12-24,Raiders,Broncos,1,2:28,4,4,RAI 26,7-0,Johnny Townsend punts 37 yards fair catch by River Cracraft,,-1.630,-1.400,.23,37,
2018-12-24,Broncos,Raiders,2,13:39,4,8,RAI 45,0-7,Colby Wadman punts 34 yards fair catch by Dwayne Harris,,0.270,0.370,.10,34,
2018-12-24,Broncos,Raiders,2,4:30,4,3,DEN 46,0-14,Colby Wadman punts 54 yards touchback,,-0.320,-0.280,.04,54,
2018-12-24,Raiders,Broncos,3,12:15,4,3,50,17-0,Johnny Townsend punts 34 yards fair catch by River Cracraft,,-0.060,0.140,.20,34,
2018-12-24,Broncos,Raiders,3,9:36,4,12,DEN 25,0-17,Colby Wadman punts 50 yards returned by Dwayne Harris for 7 yards (tackle by Josey Jewell),,-1.700,-1.070,.63,50,7
2018-12-24,Raiders,Broncos,3,8:18,4,3,RAI 39,17-0,Johnny Townsend punts 43 yards fair catch by River Cracraft,,-0.780,-0.040,.74,43,
2018-12-24,Raiders,Broncos,4,5:55,4,5,RAI 41,24-14,Johnny Townsend punts 47 yards fair catch by River Cracraft,,-0.650,0.350,1.00,47,
2018-12-30,Dolphins,Bills,2,10:53,4,18,MIA 38,0-14,Matt Haack punts 36 yards returned by Isaiah McKenzie for no gain,,-0.850,-0.670,.18,36,
2018-12-30,Bills,Dolphins,2,9:13,4,15,BUF 21,14-0,Matt Darr punts 35 yards returned by Danny Amendola for 8 yards (tackle by Siran Neal),,-1.960,-2.390,-0.43,35,8
2018-12-30,Dolphins,Bills,2,6:31,4,17,BUF 43,0-14,Matt Haack punts 32 yards fair catch by Micah Hyde,,0.400,0.370,-0.03,32,
2018-12-30,Bills,Dolphins,2,4:33,4,1,BUF 20,14-0,Matt Darr punts 32 yards returned by Danny Amendola for 1 yard (tackle by Siran Neal),,-2.030,-2.190,-0.16,32,1
2018-12-30,Dolphins,Bills,3,13:58,4,9,MIA 33,14-14,Matt Haack punts 54 yards returned by Isaiah McKenzie for 9 yards (tackle by Senorise Perry),,-1.180,-0.410,.77,54,9
2018-12-30,Bills,Dolphins,4,15:00,4,5,BUF 30,28-17,Matt Darr punts 44 yards fair catch by Danny Amendola,,-1.370,-0.670,.70,44,
2018-12-30,Dolphins,Bills,4,12:39,4,12,MIA 42,17-28,Matt Haack punts 28 yards,,-0.590,-0.940,-0.35,28,
2018-12-30,Dolphins,Bills,4,6:13,4,8,MIA 27,17-42,Matt Haack punts 25 yards,,-1.570,-2.130,-0.56,25,
2018-12-30,Broncos,Chargers,1,11:22,4,7,DEN 47,0-0,Colby Wadman punts 53 yards touchback,,-0.260,-0.280,-0.02,53,
2018-12-30,Chargers,Broncos,1,8:25,4,8,DEN 49,0-0,Donnie Jones punts 49 yards touchback,,0.000,-0.280,-0.28,49,
2018-12-30,Broncos,Chargers,1,6:51,4,6,DEN 24,0-0,Colby Wadman punts 55 yards returned by Travis Benjamin for no gain. Penalty on Kyle Wilson: Offensive Holding 10 yards,,-1.770,0.370,2.14,55,
2018-12-30,Broncos,Chargers,1,2:09,4,16,SDG 38,0-0,Colby Wadman punts 38 yards touchback,,0.720,-0.280,-1.00,38,
2018-12-30,Chargers,Broncos,1,0:16,4,1,SDG 29,0-0,Donnie Jones punts 39 yards returned by River Cracraft for 3 yards (tackle by Hayes Pullard). Penalty on Demaryius Thomas: Illegal Block Above the Waist 10 yards,,-1.440,-0.410,1.03,39,3
2018-12-30,Broncos,Chargers,2,12:13,4,6,SDG 44,0-0,Colby Wadman punts 33 yards fair catch by Travis Benjamin,,0.330,0.370,.04,33,
2018-12-30,Chargers,Broncos,2,10:03,4,1,SDG 44,0-0,Donnie Jones punts 56 yards touchback,,-0.460,-0.280,.18,56,
